Acc	Name	Desc	Status
PF06105.15	Aph-1	Aph-1 protein	not_in_edm
PF14557.9	AphA_like	Putative AphA-like transcriptional regulator	not_in_edm
PF04655.17	APH_6_hur	Aminoglycoside/hydroxyurea antibiotic resistance kinase	included
PF05918.14	API5	Apoptosis inhibitory protein 5 (API5)	not_in_edm
PF00807.20	Apidaecin	Apidaecin	not_in_edm
PF11671.11	Apis_Csd	Complementary sex determiner protein	not_in_edm
PF05355.14	Apo-CII	Apolipoprotein C-II	not_in_edm
PF05778.15	Apo-CIII	Apolipoprotein CIII (Apo-CIII)	not_in_edm
PF05418.14	Apo-VLDL-II	Apovitellenin I (Apo-VLDL-II)	not_in_edm
PF04711.16	ApoA-II	Apolipoprotein A-II (ApoA-II)	not_in_edm
PF12491.11	ApoB100_C	Apolipoprotein B100 C terminal	not_in_edm
PF18769.4	APOBEC1	APOBEC1	
PF18772.4	APOBEC2	APOBEC2	
PF18771.4	APOBEC3	APOBEC3	
PF18775.4	APOBEC4	APOBEC4	
PF18774.4	APOBEC4_like	APOBEC4-like -AID/APOBEC-deaminase	
PF05240.17	APOBEC_C	APOBEC-like C-terminal domain	not_in_edm
PF08210.14	APOBEC_N	APOBEC-like N-terminal domain	not_in_bgc
PF04691.15	ApoC-I	Apolipoprotein C-I (ApoC-1)	not_in_edm
PF15119.9	APOC4	Apolipoprotein C4	not_in_edm
PF01333.22	Apocytochr_F_C	Apocytochrome F, C-terminal	not_in_edm
PF16639.8	Apocytochr_F_N	Apocytochrome F, N-terminal	not_in_edm
PF05461.14	ApoL	Apolipoprotein L	not_in_edm
PF01442.21	Apolipoprotein	Apolipoprotein A1/A4/E domain	not_in_edm
PF15148.9	Apolipo_F	Apolipoprotein F	not_in_edm
PF07464.14	ApoLp-III	Apolipophorin-III precursor (apoLp-III)	not_in_edm
PF11032.11	ApoM	ApoM domain	not_in_edm
PF09769.12	ApoO	Apolipoprotein O	not_in_edm
PF05634.14	APO_RNA-bind	APO RNA-binding	not_in_edm
PF09949.12	APP1_cat	Phosphatidate phosphatase APP1, catalytic domain	included
PF10515.12	APP_amyloid	Beta-amyloid precursor protein C-terminus	not_in_edm
PF12924.10	APP_Cu_bd	Copper-binding of amyloid precursor, CuBD	not_in_edm
PF12925.10	APP_E2	E2 domain of amyloid precursor protein	not_in_edm
PF02177.19	APP_N	Amyloid A4 N-terminal heparin-binding	not_in_edm
PF12716.10	Apq12	Nuclear pore assembly and biogenesis	not_in_edm
PF12139.11	APS-reductase_C	Adenosine-5'-phosphosulfate reductase beta subunit	not_in_bgc
PF01583.23	APS_kinase	Adenylylsulphate kinase	included
PF03440.17	APT	Aerolysin/Pertussis toxin (APT) domain	not_in_edm
PF10351.12	Apt1	Golgi-body localisation protein domain	not_in_edm
PF06079.14	Apyrase	Apyrase	not_in_bgc
PF01261.27	AP_endonuc_2	Xylose isomerase-like TIM barrel	included
PF16399.8	Aquarius_N	Intron-binding protein aquarius N-terminus	not_in_edm
PF12489.11	ARA70	Nuclear coactivator	not_in_edm
PF09206.14	ArabFuran-catal	Alpha-L-arabinofuranosidase B, catalytic	included
PF12625.10	Arabinose_bd	Arabinose-binding domain of AraC transcription regulator, N-term	not_in_edm
PF02610.18	Arabinose_Isome	L-arabinose isomerase	included
PF11762.11	Arabinose_Iso_C	L-arabinose isomerase C-terminal domain	included
PF04602.15	Arabinose_trans	Mycobacterial cell wall arabinan synthesis protein	included
PF14896.9	Arabino_trans_C	EmbC C-terminal domain	not_in_edm
PF17689.4	Arabino_trans_N	Arabinosyltransferase concanavalin like domain	
PF02311.22	AraC_binding	AraC-like ligand binding domain	not_in_edm
PF14525.9	AraC_binding_2	AraC-binding-like domain	not_in_edm
PF06719.16	AraC_N	AraC-type transcriptional regulator N-terminus	not_in_edm
PF06081.14	ArAE_1	Aromatic acid exporter family member 1	not_in_edm
PF11728.11	ArAE_1_C	Putative aromatic acid exporter C-terminal domain	not_in_edm
PF10334.12	ArAE_2	Aromatic acid exporter family member 2	not_in_edm
PF10337.12	ArAE_2_N	Putative ER transporter, 6TM, N-terminal	not_in_edm
PF19368.2	AraR_C	AraR C-terminal winged HTH domain	
PF09692.13	Arb1	Argonaute siRNA chaperone (ARC) complex subunit Arb1	not_in_edm
PF09757.12	Arb2	Arb2 domain	manual_discard
PF03869.17	Arc	Arc-like DNA binding domain	not_in_edm
PF13355.9	ARC6-like_IMS	ARC6-like, IMS domain	not_in_edm
PF18653.4	Arcadin_1	Arcadin 1	
PF12942.10	Archaeal_AmoA	Archaeal ammonia monooxygenase subunit A (AmoA)	not_in_bgc
PF01951.19	Archease	Archease protein family (MTH1598/TM1083)	not_in_edm
PF01917.19	Arch_flagellin	Archaebacterial flagellin	not_in_edm
PF04659.16	Arch_fla_DE	Archaeal flagella protein	not_in_edm
PF18162.4	Arc_C	Arc C-lobe	
PF19284.2	Arc_MA	Arc MA domain	
PF06819.14	Arc_PepC	Archaeal Peptidase A24 C-terminal Domain	not_in_edm
PF06847.14	Arc_PepC_II	Archaeal Peptidase A24 C-terminus Type II	not_in_bgc
PF08394.13	Arc_trans_TRASH	Archaeal TRASH domain	not_in_edm
PF03079.17	ARD	ARD/ARD' family	included
PF07275.14	ArdA	Antirestriction protein (ArdA)	not_in_edm
PF08401.14	ArdcN	N-terminal domain of anti-restriction factor ArdC	not_in_edm
PF07573.14	AreA_N	Nitrogen regulatory protein AreA N terminus	not_in_edm
PF17296.5	ArenaCapSnatch	Arenavirus cap snatching domain	not_in_edm
PF00798.21	Arena_glycoprot	Arenavirus glycoprotein	not_in_edm
PF17290.5	Arena_ncap_C	Arenavirus nucleocapsid C-terminal domain	not_in_edm
PF00843.20	Arena_nucleocap	Arenavirus nucleocapsid N-terminal domain	not_in_edm
PF06317.14	Arena_RNA_pol	Arenavirus RNA polymerase	not_in_bgc
PF00025.24	Arf	ADP-ribosylation factor family	not_in_edm
PF14949.9	ARF7EP_C	ARF7 effector protein C-terminus	not_in_edm
PF03889.16	ArfA	Alternative ribosome-rescue factor A	not_in_edm
PF06456.16	Arfaptin	Arfaptin-like domain	not_in_edm
PF01412.21	ArfGap	Putative GTPase activating protein for Arf	not_in_edm
PF00491.24	Arginase	Arginase family	included
PF00764.22	Arginosuc_synth	Arginosuccinate synthase	included
PF01960.21	ArgJ	ArgJ family	included
PF15346.9	ARGLU	Arginine and glutamate-rich 1	not_in_edm
PF08699.13	ArgoL1	Argonaute linker 1 domain	not_in_edm
PF16488.8	ArgoL2	Argonaute linker 2 domain	not_in_edm
PF16487.8	ArgoMid	Mid domain of argonaute	not_in_edm
PF16486.8	ArgoN	N-terminal domain of argonaute	not_in_edm
PF11581.11	Argos	Antagonist of EGFR signalling, Argos	not_in_edm
PF17944.4	Arg_decarbox_C	Arginine decarboxylase C-terminal helical extension	
PF17810.4	Arg_decarb_HB	Arginine decarboxylase helical bundle domain	
PF01316.24	Arg_repressor	Arginine repressor, DNA binding domain	not_in_edm
PF02863.21	Arg_repressor_C	Arginine repressor, C-terminal domain	not_in_edm
PF03485.19	Arg_tRNA_synt_N	Arginyl tRNA synthetase N terminal domain	auto_discard
PF15441.9	ARHGEF5_35	RhoGEF 5/35 N-terminal disordered region	not_in_edm
PF19422.2	Ariadne	Ariadne domain	
PF18938.3	aRib	Atypical Rib domain	
PF01388.24	ARID	ARID/BRIGHT DNA binding domain	not_in_edm
PF06770.14	Arif-1	Actin-rearrangement-inducing factor (Arif-1)	not_in_edm
PF15840.8	ARL17	ADP-ribosylation factor-like protein 17	not_in_edm
PF11527.11	ARL2_Bind_BART	The ARF-like 2 binding protein BART	not_in_edm
PF15062.9	ARL6IP6	Haemopoietic lineage transmembrane helix	not_in_edm
PF18719.4	ArlS_N	ArlS sensor domain	
PF00514.26	Arm	Armadillo/beta-catenin-like repeat	not_in_edm
PF09003.13	Arm-DNA-bind_1	Bacteriophage lambda integrase, Arm DNA-binding domain	not_in_edm
PF12167.11	Arm-DNA-bind_2	Arm DNA-binding domain	not_in_edm
PF13356.9	Arm-DNA-bind_3	Arm DNA-binding domain	not_in_edm
PF14657.9	Arm-DNA-bind_4	Arm DNA-binding domain	not_in_edm
PF17293.5	Arm-DNA-bind_5	Arm DNA-binding domain	not_in_edm
PF10208.12	ARMET_C	ARMET, C-terminal	not_in_edm
PF20145.2	ARMET_N	ARMET, N-terminal	
PF17822.4	ARMH2	Armadillo-like helical domain-containing protein 2	
PF08427.13	ARMH3_C	Armadillo-like helical domain-containing protein 3, C-terminal	not_in_edm
PF15767.8	ARMH4	Armadillo-like helical domain-containing protein 4	not_in_edm
PF01937.22	ARMT1-like_dom	Damage-control phosphatase ARMT1-like domain	included
PF04826.16	Arm_2	Armadillo-like	not_in_edm
PF16186.8	Arm_3	Atypical Arm repeat	not_in_edm
PF16629.8	Arm_APC_u3	Armadillo-associated region on APC	not_in_edm
PF18770.4	Arm_vescicular	Armadillo tether-repeat of vescicular transport factor	
PF18677.4	ArnB_C	Archaellum regulatory network B, C-terminal domain	
PF18583.4	Arnt_C	Aminoarabinose transferase C-terminal domain	
PF07302.14	AroM	AroM protein	not_in_edm
PF11723.11	Aromatic_hydrox	Homotrimeric ring hydroxylase	included
PF15684.8	AROS	Active regulator of SIRT1, or 40S ribosomal protein S19-binding 1	not_in_edm
PF05856.15	ARPC4	ARP2/3 complex 20 kDa subunit (ARPC4)	not_in_edm
PF12120.11	Arr-ms	Rifampin ADP-ribosyl transferase	not_in_edm
PF02752.25	Arrestin_C	Arrestin (or S-antigen), C-terminal domain	not_in_edm
PF00339.32	Arrestin_N	Arrestin (or S-antigen), N-terminal domain	not_in_edm
PF04959.16	ARS2	Arsenite-resistance protein 2	not_in_edm
PF02374.18	ArsA_ATPase	Anion-transporting ATPase	auto_discard
PF17886.4	ArsA_HSP20	HSP20-like domain found in ArsA	
PF02040.18	ArsB	Arsenical pump membrane protein	not_in_edm
PF03960.18	ArsC	ArsC family	included
PF06953.14	ArsD	Arsenical resistance operon protein ArsD	not_in_edm
PF03773.16	ArsP_1	Predicted permease	not_in_edm
PF11449.11	ArsP_2	Putative, 10TM heavy-metal exporter	not_in_edm
PF09824.12	ArsR	ArsR transcriptional regulator	not_in_edm
PF01129.21	ART	NAD:arginine ADP-ribosyltransferase	included
PF18760.4	ART-PolyVal	ADP-Ribosyltransferase in polyvalent proteins	
PF18084.4	ARTD15_N	ARTD15 N-terminal domain	
PF01606.19	Arteri_env	Arterivirus envelope protein	not_in_edm
PF00951.21	Arteri_Gl	Arterivirus GL envelope glycoprotein	not_in_edm
PF02497.18	Arteri_GP4	Arterivirus glycoprotein	not_in_edm
PF16749.8	Arteri_nsp7a	Arterivirus nonstructural protein 7 alpha	not_in_edm
PF01481.19	Arteri_nucleo	Arterivirus nucleocapsid protein	not_in_edm
PF04161.16	Arv1	Arv1-like family	not_in_edm
PF01731.23	Arylesterase	Arylesterase	included
PF05935.14	Arylsulfotrans	Arylsulfotransferase (ASST)	included
PF14269.9	Arylsulfotran_2	Arylsulfotransferase (ASST)	included
PF17425.5	Arylsulfotran_N	Arylsulfotransferase Ig-like domain	not_in_edm
PF00858.27	ASC	Amiloride-sensitive sodium channel	not_in_edm
PF04266.17	ASCH	ASCH domain	not_in_edm
PF08688.13	ASD1	Apx/Shroom domain ASD1	not_in_edm
PF08687.14	ASD2	Apx/Shroom domain ASD2	not_in_edm
PF04729.16	ASF1_hist_chap	ASF1 like histone chaperone	not_in_edm
PF01671.19	ASFV_360	African swine fever virus multigene family 360 protein	not_in_edm
PF05568.14	ASFV_J13L	African swine fever virus J13L protein	not_in_edm
PF05293.14	ASFV_L11L	African swine fever virus (ASFV) L11L protein	not_in_edm
PF06556.14	ASFV_p27	IAP-like protein p27 C-terminus	not_in_edm
PF15780.8	ASH	Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin	not_in_edm
PF15323.9	Ashwin	Developmental protein	not_in_edm
PF09010.13	AsiA	Anti-Sigma Factor A	not_in_edm
PF19039.3	ASK_PH	ASK kinase PH domain	
PF08328.14	ASL_C	Adenylosuccinate lyase C-terminal	included
PF14698.9	ASL_C2	Argininosuccinate lyase C-terminal	included
PF05170.17	AsmA	AsmA family	not_in_edm
PF19272.2	ASMase_C	Acid sphingomyelin phosphodiesterase C-terminal region	
PF13109.9	AsmA_1	AsmA-like C-terminal region	not_in_edm
PF13502.9	AsmA_2	AsmA-like C-terminal region	not_in_edm
PF03590.18	AsnA	Aspartate-ammonia ligase	included
PF01037.24	AsnC_trans_reg	Lrp/AsnC ligand binding domain	manual_discard
PF17805.4	AsnC_trans_reg2	AsnC-like ligand binding domain	
PF00733.24	Asn_synthase	Asparagine synthase	included
PF00026.26	Asp	Eukaryotic aspartyl protease	included
PF06826.15	Asp-Al_Ex	Predicted Permease Membrane Region	not_in_edm
PF05279.14	Asp-B-Hydro_N	Aspartyl beta-hydroxylase N-terminal region	not_in_bgc
PF16993.8	Asp1	Accessory Sec system protein Asp1	not_in_edm
PF16929.8	Asp2	Accessory Sec system GspB-transporter	not_in_edm
PF03780.16	Asp23	Asp23 family, cell envelope-related function	not_in_edm
PF16996.8	Asp4	Accessory secretory protein Sec Asp4	not_in_edm
PF17000.8	Asp5	Accessory secretory protein Sec, Asp5	not_in_edm
PF00710.23	Asparaginase	Asparaginase, N-terminal	included
PF01112.21	Asparaginase_2	Asparaginase	included
PF17763.4	Asparaginase_C	Glutaminase/Asparaginase C-terminal domain	
PF06089.15	Asparaginase_II	L-asparaginase II	included
PF17641.5	ASPRs	Ancylostoma-associated secreted protein related	not_in_edm
PF14521.9	Aspzincin_M35	Lysine-specific metallo-endopeptidase	included
PF12897.10	Asp_aminotransf	Aspartate amino-transferase	not_in_edm
PF05118.18	Asp_Arg_Hydrox	Aspartyl/Asparaginyl beta-hydroxylase	included
PF02261.19	Asp_decarbox	Aspartate decarboxylase	included
PF01958.21	Asp_DH_C	Aspartate dehydrogenase, C-terminal	included
PF01177.25	Asp_Glu_race	Asp/Glu/Hydantoin racemase	included
PF14669.9	Asp_Glu_race_2	Putative aspartate racemase	not_in_edm
PF09668.13	Asp_protease	Aspartyl protease	not_in_edm
PF13650.9	Asp_protease_2	Aspartyl protease	not_in_edm
PF06392.14	Asr	Acid shock protein repeat	not_in_edm
PF07100.14	ASRT	Anabaena sensory rhodopsin transducer	not_in_edm
PF04958.15	AstA	Arginine N-succinyltransferase beta subunit	not_in_bgc
PF01400.27	Astacin	Astacin (Peptidase family M12A)	included
PF04996.15	AstB	Succinylarginine dihydrolase	included
PF03669.16	ASTER	PAT complex subunit Asterix	not_in_edm
PF04952.17	AstE_AspA	Succinylglutamate desuccinylase / Aspartoacylase family	included
PF19743.2	ASTN1_2_EGF_Fn	ASTN1/2 EGF-like and Fn(III) domains	
PF19441.2	ASTN_1_2_N	Astrotactin 1/2 N-terminal	
PF18577.4	ASTN_2_hairpin	Astrotactin-2 C-terminal beta-hairpin domain	
PF12285.11	Astrovir_pp_1	Astroviridae polyprotein 1	not_in_bgc
PF19415.2	Astro_1A	Astrovirus transmembrane protein 1A	
PF03115.17	Astro_capsid_N	Astrovirus capsid protein precursor	not_in_edm
PF12226.11	Astro_capsid_p	Turkey astrovirus capsid protein	not_in_edm
PF16580.8	Astro_capsid_p2	C-terminal tail of astrovirus capsid projection or spike	not_in_edm
PF19414.2	Astro_p19	Astrovirus p19 protein	
PF19416.2	Astro_VPg	Astrovirus VPg protein	
PF13919.9	ASXH	Asx homology domain	not_in_edm
PF20435.1	ASY3-like	Meiosis-specific protein ASY3-like	
PF03754.16	At2g31720-like	B3 domain-containing protein At2g31720-like	not_in_edm
PF12037.11	ATAD3_N	ATPase family AAA domain-containing protein 3, N-terminal	not_in_edm
PF15321.9	ATAD4	ATPase family AAA domain containing 4	not_in_edm
PF08982.14	AtaL	Acetylaranotin biosynthesis cluster protein L	not_in_edm
PF14196.9	ATC_hydrolase	L-2-amino-thiazoline-4-carboxylic acid hydrolase	not_in_edm
PF04377.18	ATE_C	Arginine-tRNA-protein transferase, C terminus	auto_discard
PF04376.16	ATE_N	Arginine-tRNA-protein transferase, N terminus	auto_discard
PF16788.8	ATF7IP_BD	ATF-interacting protein binding domain	not_in_edm
PF07855.15	ATG101	Autophagy-related protein 101	not_in_edm
PF10377.12	ATG11	Autophagy-related protein 11	not_in_edm
PF19697.2	Atg11_middle	Atg11 middle domain	
PF10033.12	ATG13	Autophagy-related protein 13	not_in_edm
PF10186.12	ATG14	Vacuolar sorting 38 and autophagy-related subunit 14	not_in_edm
PF08614.14	ATG16	Autophagy protein 16 (ATG16)	not_in_edm
PF04108.15	ATG17_like	Autophagy protein ATG17-like domain	not_in_edm
PF12744.10	ATG19	Autophagy protein Atg19, Atg8-binding	not_in_edm
PF11700.11	ATG22	Vacuole effluxer Atg22 like	not_in_edm
PF09451.13	ATG27	Autophagy-related protein 27	not_in_edm
PF18388.4	ATG29_N	Atg29 N-terminal domain	
PF13329.9	ATG2_CAD	Autophagy-related protein 2 CAD motif	not_in_edm
PF09795.12	ATG31	Autophagy-related protein 31	not_in_edm
PF08589.13	ATG43	Autophagy receptor ATG43	not_in_edm
PF20166.1	ATG4_LIR	ATG4, F-type LIR motif	
PF16420.8	ATG7_N	Ubiquitin-like modifier-activating enzyme ATG7 N-terminus	not_in_edm
PF02991.19	ATG8	Autophagy protein Atg8 ubiquitin like	not_in_edm
PF04109.19	ATG9	Autophagy protein ATG9	not_in_edm
PF09333.14	ATG_C	Autophagy-related protein C terminal domain	not_in_edm
PF03078.18	ATHILA	ATHILA ORF-1 family	not_in_edm
PF07737.14	ATLF	Anthrax toxin lethal factor, N- and C-terminal domain	not_in_bgc
PF03477.19	ATP-cone	ATP cone domain	manual_discard
PF02222.25	ATP-grasp	ATP-grasp domain	included
PF08442.13	ATP-grasp_2	ATP-grasp domain	included
PF02655.17	ATP-grasp_3	ATP-grasp domain	included
PF13535.9	ATP-grasp_4	ATP-grasp domain	included
PF13549.9	ATP-grasp_5	ATP-grasp domain	included
PF18419.4	ATP-grasp_6	ATP-grasp-like domain	
PF00217.22	ATP-gua_Ptrans	ATP:guanido phosphotransferase, C-terminal catalytic domain	included
PF02807.18	ATP-gua_PtransN	ATP:guanido phosphotransferase, N-terminal domain	not_in_bgc
PF01747.20	ATP-sulfurylase	ATP-sulfurylase	included
PF00231.22	ATP-synt	ATP synthase	not_in_edm
PF05176.17	ATP-synt_10	ATP10 protein	not_in_edm
PF00895.23	ATP-synt_8	ATP synthase protein 8	not_in_edm
PF00119.23	ATP-synt_A	ATP synthase A chain	not_in_edm
PF00006.28	ATP-synt_ab	ATP synthase alpha/beta family, nucleotide-binding domain	included
PF00306.30	ATP-synt_ab_C	ATP synthase alpha/beta chain, C terminal domain	auto_discard
PF02874.26	ATP-synt_ab_N	ATP synthase alpha/beta family, beta-barrel domain	auto_discard
PF16886.8	ATP-synt_ab_Xtn	ATPsynthase alpha/beta subunit N-term extension	not_in_edm
PF00430.21	ATP-synt_B	ATP synthase B/B' CF(0)	not_in_edm
PF00137.24	ATP-synt_C	ATP synthase subunit C	not_in_edm
PF01813.20	ATP-synt_D	ATP synthase subunit D	not_in_edm
PF00401.23	ATP-synt_DE	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	not_in_edm
PF02823.19	ATP-synt_DE_N	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	not_in_edm
PF05680.15	ATP-synt_E	ATP synthase E chain	not_in_edm
PF04627.16	ATP-synt_Eps	Mitochondrial ATP synthase epsilon chain	not_in_edm
PF08112.14	ATP-synt_E_2	ATP synthase epsilon subunit	not_in_edm
PF01990.20	ATP-synt_F	ATP synthase (F/14-kDa) subunit	not_in_edm
PF05511.14	ATP-synt_F6	Mitochondrial ATP synthase coupling factor 6	not_in_edm
PF04718.18	ATP-synt_G	Mitochondrial ATP synthase g subunit	not_in_edm
PF03899.18	ATP-synt_I	ATP synthase I chain	not_in_edm
PF04911.15	ATP-synt_J	ATP synthase j chain	not_in_edm
PF16594.8	ATP-synt_Z	Putative AtpZ or ATP-synthase-associated	not_in_edm
PF06644.14	ATP11	ATP11 protein	not_in_edm
PF07542.14	ATP12	ATP12 chaperone protein	not_in_edm
PF12921.10	ATP13	Mitochondrial ATPase expression	not_in_edm
PF11022.11	ATP19	ATP synthase subunit K	not_in_edm
PF02038.19	ATP1G1_PLM_MAT8	ATP1G1/PLM/MAT8 family	not_in_edm
PF06745.16	ATPase	KaiC	included
PF12156.11	ATPase-cat_bd	Putative metal-binding domain of cation transport ATPase	not_in_edm
PF01637.21	ATPase_2	ATPase domain predominantly from Archaea	not_in_edm
PF09527.13	ATPase_gene1	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter	not_in_edm
PF12592.11	ATPase_RavA_C	ATPase, RavA, C-terminal	not_in_edm
PF18130.4	ATPgrasp_N	ATP-grasp N-terminal domain	
PF14397.9	ATPgrasp_ST	Sugar-transfer associated ATP-grasp	not_in_edm
PF15632.9	ATPgrasp_Ter	ATP-grasp in the biosynthetic pathway with Ter operon	included
PF14305.9	ATPgrasp_TupA	TupA-like ATPgrasp	not_in_edm
PF14398.9	ATPgrasp_YheCD	YheC/D like ATP-grasp	not_in_edm
PF12966.10	AtpR	N-ATPase, AtpR subunit	not_in_edm
PF03029.20	ATP_bind_1	Conserved hypothetical ATP binding protein	not_in_edm
PF03668.18	ATP_bind_2	P-loop ATPase protein family	not_in_edm
PF01171.23	ATP_bind_3	PP-loop family	included
PF12424.11	ATP_Ca_trans_C	Plasma membrane calcium transporter ATPase C terminal	not_in_bgc
PF10775.12	ATP_sub_h	ATP synthase complex subunit h	not_in_edm
PF14960.9	ATP_synth_reg	ATP synthase regulation	not_in_edm
PF05493.16	ATP_synt_H	ATP synthase subunit H	not_in_edm
PF09830.12	ATP_transf	ATP adenylyltransferase C-terminal domain	included
PF16829.8	ATR13	Avirulence protein ATR13, RxLR effector	not_in_edm
PF05353.14	Atracotoxin	Delta Atracotoxin	not_in_edm
PF03154.18	Atrophin-1	Atrophin-1 family	not_in_edm
PF15445.9	ATS	acidic terminal segments, variant surface antigen of PfEMP1	not_in_edm
PF06232.14	ATS3	Embryo-specific protein 3, (ATS3)	not_in_edm
PF11263.11	Attachment_P66	Borrelia burgdorferi attachment protein P66	not_in_edm
PF03769.18	Attacin_C	Attacin, C-terminal region	not_in_edm
PF03768.18	Attacin_N	Attacin, N-terminal region	not_in_edm
PF18800.4	Atthog	Attenuator of Hedgehog	
PF08037.14	Attractin	Attractin family	not_in_edm
PF11512.11	Atu4866	Agrobacterium tumefaciens protein Atu4866	not_in_edm
PF07287.14	AtuA	Acyclic terpene utilisation family protein AtuA	not_in_edm
PF09759.12	Atx10homo_assoc	Spinocerebellar ataxia type 10 protein domain	not_in_edm
PF12547.11	ATXN-1_C	Ataxin-1 like family	not_in_edm
PF08098.14	ATX_III	Anemonia sulcata toxin III family	not_in_edm
PF18461.4	Atypical_Card	Atypical caspase recruitment domain	
PF13318.9	AtzG-like	1-carboxybiuret hydrolase subunit AtzG-like	not_in_edm
PF02178.22	AT_hook	AT hook motif	not_in_edm
PF18637.4	AUDH_Cupin	Aldos-2-ulose dehydratase/isomerase (AUDH) Cupin domain	
PF15187.9	Augurin	Oesophageal cancer-related gene 4	not_in_edm
PF11583.11	AurF	P-aminobenzoate N-oxygenase AurF	not_in_edm
PF09041.13	Aurora-A_bind	Aurora-A binding	not_in_edm
PF03472.18	Autoind_bind	Autoinducer binding domain	not_in_edm
PF00765.20	Autoind_synth	Autoinducer synthase	included
PF03987.18	Autophagy_act_C	Autophagocytosis associated protein, active-site domain	not_in_edm
PF03797.22	Autotransporter	Autotransporter beta-domain	auto_discard
PF06677.15	Auto_anti-p27	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)	not_in_edm
PF15336.9	Auts2	Autism susceptibility gene 2 protein	not_in_edm
PF02041.19	Auxin_BP	Auxin binding protein	not_in_edm
PF05703.14	Auxin_canalis	Auxin canalisation	not_in_edm
PF02519.17	Auxin_inducible	Auxin responsive protein	not_in_edm
PF05564.15	Auxin_repressed	Dormancy/auxin associated protein	not_in_edm
PF06507.16	Auxin_resp	Auxin response factor	not_in_edm
PF02309.19	AUX_IAA	AUX/IAA family	not_in_edm
PF17198.7	AveC_like	Spirocyclase AveC-like	not_in_edm
PF03708.17	Avian_gp85	Avian retrovirus envelope protein, gp85	not_in_edm
PF01382.20	Avidin	Avidin family	not_in_edm
PF11599.11	AviRa	RRNA methyltransferase AviRa	auto_discard
PF09794.12	Avl9	Transport protein Avl9	not_in_edm
PF05394.14	AvrB_AvrC	Avirulence protein	not_in_edm
PF05655.14	AvrD	Pseudomonas avirulence D protein (AvrD)	not_in_edm
PF11725.11	AvrE_T3Es	AvrE-family Type-III effector proteins (T3Es)	not_in_edm
PF11529.11	AvrL567-A	Melampsora lini avirulence protein AvrL567-A	not_in_edm
PF18661.4	AvrLm4-7	Avirulence Effector AvrLm4-7	
PF18241.4	AvrM-A	Flax-rust effector AvrM-A	
PF18247.4	AvrM_N	Flax-rust effector AvrM N-terminal domain	
PF09143.13	AvrPphF-ORF-2	AvrPphF-ORF-2	not_in_edm
PF11592.11	AvrPto	Central core of the bacterial effector protein AvrPto	not_in_edm
PF09046.13	AvrPtoB-E3_ubiq	AvrPtoB E3 ubiquitin ligase	not_in_edm
PF16847.8	AvrPtoB_bdg	Avirulence AvrPtoB, BAK1-binding domain	not_in_edm
PF05627.14	AvrRpt-cleavage	Cleavage site for pathogenic type III effector avirulence factor Avr	not_in_edm
PF06536.14	Av_adeno_fibre	Avian adenovirus fibre, N-terminal	not_in_edm
PF05512.14	AWPM-19	AWPM-19-like family	not_in_edm
PF17907.4	AWS	AWS domain	
PF05448.15	AXE1	Acetyl xylan esterase (AXE1)	included
PF08517.15	AXH	Ataxin-1 and HBP1 module (AXH)	not_in_edm
PF16646.8	AXIN1_TNKS_BD	Axin-1 tankyrase binding domain	not_in_edm
PF08833.13	Axin_b-cat_bind	Axin beta-catenin binding motif	not_in_edm
PF10211.12	Ax_dynein_light	Axonemal dynein light chain	not_in_edm
PF03591.17	AzlC	AzlC protein	not_in_edm
PF05437.15	AzlD	Branched-chain amino acid transport protein (AzlD)	not_in_edm
PF16558.8	AZUL	Amino-terminal Zinc-binding domain of ubiquitin ligase E3A	not_in_edm
PF09260.14	A_amylase_dom_C	Alpha-amylase, domain C	included
PF01356.22	A_amylase_inhib	Alpha amylase inhibitor	not_in_edm
PF02137.21	A_deamin	Adenosine-deaminase (editase) domain	included
PF00962.25	A_deaminase	Adenosine deaminase	included
PF08451.14	A_deaminase_N	Adenosine/AMP deaminase N-terminal	not_in_bgc
PF18424.4	a_DG1_N2	Alpha-Dystroglycan N-terminal domain 2	
PF09713.13	A_thal_3526	Plant protein 1589 of unknown function (A_thal_3526)	not_in_edm
PF02216.19	B	B domain	not_in_edm
PF04182.15	B-block_TFIIIC	B-block binding subunit of TFIIIC	not_in_edm
PF11963.11	B-CoV_A_NSP1	Betacoronavirus, lineage A, NSP1	not_in_bgc
PF02246.18	B1	Protein L b1 domain	not_in_edm
PF02310.22	B12-binding	B12 binding domain	included
PF02607.20	B12-binding_2	B12 binding domain	included
PF06522.14	B12D	NADH-ubiquinone reductase complex 1 MLRQ subunit	not_in_edm
PF11473.11	B2	RNA binding protein B2	not_in_edm
PF09066.13	B2-adapt-app_C	Beta2-adaptin appendage, C-terminal sub-domain	not_in_edm
PF17623.5	B277	Domain of unknown function	not_in_edm
PF02362.24	B3	B3 DNA binding domain	not_in_edm
PF19341.2	B3GALT2_N	Beta-1,3-galactosyltransferase 2 N-terminus	
PF17057.8	B3R	Poxviridae B3 protein	not_in_edm
PF03483.20	B3_4	B3/4 domain	manual_discard
