Acc	Name	Desc	Status
PF05870.10	PA_decarbox	Phenolic acid decarboxylase (PAD)	not_in_edm
PF05871.11	ESCRT-II	ESCRT-II complex subunit	not_in_edm
PF05872.11	DUF853	Bacterial protein of unknown function (DUF853)	not_in_edm
PF05873.11	Mt_ATP-synt_D	ATP synthase D chain, mitochondrial (ATP5H)	not_in_edm
PF05874.10	PBAN	Pheromone biosynthesis activating neuropeptide (PBAN)	not_in_edm
PF05875.11	Ceramidase	Ceramidase	included
PF05876.11	Terminase_GpA	Phage terminase large subunit (GpA)	not_in_bgc
PF05878.10	Phyto_Pns9_10	Phytoreovirus nonstructural protein Pns9/Pns10	not_in_edm
PF05879.11	RHD3	Root hair defective 3 GTP-binding protein (RHD3)	not_in_edm
PF05880.10	Fiji_64_capsid	Fijivirus 64 kDa capsid protein	not_in_edm
PF05881.11	CNPase	2',3'-cyclic nucleotide 3'-phosphodiesterase (CNP or CNPase)	not_in_bgc
PF05883.10	Baculo_RING	Baculovirus U-box/Ring-like domain	not_in_edm
PF05884.11	ZYG-11_interact	Interactor of ZYG-11	not_in_edm
PF05886.10	Orthopox_F8	Orthopoxvirus F8 protein	not_in_edm
PF05887.10	Trypan_PARP	Procyclic acidic repetitive protein (PARP)	not_in_edm
PF05889.12	SepSecS	O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS	auto_discard
PF05890.11	Ebp2	Eukaryotic rRNA processing protein EBP2	not_in_edm
PF05891.11	Methyltransf_PK	AdoMet dependent proline di-methyltransferase	included
PF05892.10	Tricho_coat	Trichovirus coat protein	not_in_edm
PF05893.13	LuxC	Acyl-CoA reductase (LuxC)	included
PF05894.11	Podovirus_Gp16	Podovirus DNA encapsidation protein (Gp16)	not_in_edm
PF05895.11	DUF859	Siphovirus protein of unknown function (DUF859)	not_in_edm
PF05896.10	NQRA	Na(+)-translocating NADH-quinone reductase subunit A (NQRA)	not_in_bgc
PF05899.11	Cupin_3	Protein of unknown function (DUF861)	manual_discard
PF05901.10	Excalibur	Excalibur calcium-binding domain	not_in_edm
PF05902.12	4_1_CTD	4.1 protein C-terminal domain (CTD)	not_in_edm
PF05903.13	Peptidase_C97	PPPDE putative peptidase domain	not_in_edm
PF05904.10	DUF863	Plant protein of unknown function (DUF863)	not_in_edm
PF05906.10	DUF865	Herpesvirus-7 repeat of unknown function (DUF865)	not_in_edm
PF05907.12	DUF866	Eukaryotic protein of unknown function (DUF866)	not_in_edm
PF05908.10	Gamma_PGA_hydro	Poly-gamma-glutamate hydrolase	not_in_edm
PF05910.11	DUF868	Plant protein of unknown function (DUF868)	not_in_edm
PF05911.10	FPP	Filament-like plant protein, long coiled-coil	not_in_edm
PF05912.10	DUF870	Caenorhabditis elegans protein of unknown function (DUF870)	not_in_edm
PF05913.10	DUF871	Bacterial protein of unknown function (DUF871)	not_in_edm
PF05914.11	RIB43A	RIB43A	not_in_edm
PF05915.11	DUF872	Eukaryotic protein of unknown function (DUF872)	not_in_edm
PF05916.10	Sld5	GINS complex protein	not_in_edm
PF05917.10	DUF874	Helicobacter pylori protein of unknown function (DUF874)	not_in_edm
PF05918.10	API5	Apoptosis inhibitory protein 5 (API5)	not_in_edm
PF05919.10	Mitovir_RNA_pol	Mitovirus RNA-dependent RNA polymerase	not_in_edm
PF05920.10	Homeobox_KN	Homeobox KN domain	not_in_edm
PF05922.15	Inhibitor_I9	Peptidase inhibitor I9	included
PF05923.11	APC_r	APC repeat	not_in_edm
PF05924.10	SAMP	SAMP Motif	not_in_edm
PF05925.11	IpgD	Enterobacterial virulence protein IpgD	not_in_bgc
PF05926.10	Phage_GPL	Phage head completion protein (GPL)	not_in_edm
PF05927.10	Penaeidin	Penaeidin	not_in_edm
PF05928.10	Zea_mays_MuDR	Zea mays MURB-like protein (MuDR)	not_in_edm
PF05929.10	Phage_GPO	Phage capsid scaffolding protein (GPO) serine peptidase	not_in_edm
PF05930.11	Phage_AlpA	Prophage CP4-57 regulatory protein (AlpA)	not_in_edm
PF05931.10	AgrD	Staphylococcal AgrD protein	not_in_edm
PF05932.12	CesT	Tir chaperone protein (CesT) family	not_in_edm
PF05933.12	Fun_ATP-synt_8	Fungal ATP synthase protein 8 (A6L)	not_in_edm
PF05934.10	MCLC	Mid-1-related chloride channel (MCLC)	not_in_edm
PF05935.10	Arylsulfotrans	Arylsulfotransferase (ASST)	included
PF05936.11	T6SS_VasE	Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE	not_in_edm
PF05937.10	EB1_binding	EB-1 Binding Domain	not_in_edm
PF05938.10	Self-incomp_S1	Plant self-incompatibility protein S1	not_in_edm
PF05939.12	Phage_min_tail	Phage minor tail protein	not_in_edm
PF05940.11	NnrS	NnrS protein	not_in_edm
PF05941.12	Chordopox_A20R	Chordopoxvirus A20R protein	not_in_edm
PF05942.10	PaREP1	Archaeal PaREP1/PaREP8 family	not_in_edm
PF05943.11	VipB	Type VI secretion protein, EvpB/VC_A0108, tail sheath	not_in_edm
PF05944.11	Phage_term_smal	Phage small terminase subunit	not_in_edm
PF05946.11	TcpA	Toxin-coregulated pilus subunit TcpA	not_in_edm
PF05947.11	T6SS_TssF	Type VI secretion system, TssF	not_in_edm
PF05949.11	DUF881	Bacterial protein of unknown function (DUF881)	not_in_edm
PF05950.10	Orthopox_A36R	Orthopoxvirus A36R protein	not_in_edm
PF05951.12	Peptidase_M15_2	Bacterial protein of unknown function (DUF882)	not_in_edm
PF05952.11	ComX	Bacillus competence pheromone ComX	not_in_edm
PF05953.11	Allatostatin	Allatostatin	not_in_edm
PF05954.10	Phage_GPD	Phage late control gene D protein (GPD)	not_in_edm
PF05955.10	Herpes_gp2	Equine herpesvirus glycoprotein gp2	not_in_edm
PF05956.10	APC_basic	APC basic domain	not_in_edm
PF05957.12	DUF883	Bacterial protein of unknown function (DUF883)	not_in_edm
PF05958.10	tRNA_U5-meth_tr	tRNA (Uracil-5-)-methyltransferase	auto_discard
PF05959.10	DUF884	Nucleopolyhedrovirus protein of unknown function (DUF884)	not_in_edm
PF05960.10	DUF885	Bacterial protein of unknown function (DUF885)	not_in_edm
PF05961.10	Chordopox_A13L	Chordopoxvirus A13L protein	not_in_edm
PF05962.10	HutD	HutD	not_in_edm
PF05963.10	Cytomega_US3	Cytomegalovirus US3 protein	not_in_edm
PF05964.13	FYRN	F/Y-rich N-terminus	not_in_bgc
PF05965.13	FYRC	F/Y rich C-terminus	manual_discard
PF05966.11	Chordopox_A33R	Chordopoxvirus A33R protein	not_in_edm
PF05968.10	Bacillus_PapR	Bacillus PapR protein	not_in_edm
PF05969.10	PSII_Ycf12	Photosystem II complex subunit Ycf12	not_in_edm
PF05970.13	PIF1	PIF1-like helicase	auto_discard
PF05971.11	Methyltransf_10	Protein of unknown function (DUF890)	included
PF05972.10	APC_15aa	APC 15 residue motif	not_in_edm
PF05973.13	Gp49	Phage derived protein Gp49-like (DUF891)	not_in_edm
PF05974.11	DUF892	Domain of unknown function (DUF892)	not_in_edm
PF05975.11	EcsB	Bacterial ABC transporter protein EcsB	not_in_edm
PF05977.12	MFS_3	Transmembrane secretion effector	not_in_edm
PF05978.15	UNC-93	Ion channel regulatory protein UNC-93	not_in_edm
PF05979.11	DUF896	Bacterial protein of unknown function (DUF896)	not_in_edm
PF05980.11	Toxin_7	Toxin 7	not_in_edm
PF05981.11	CreA	CreA protein	not_in_edm
PF05982.11	Sbt_1	Na+-dependent bicarbonate transporter superfamily	not_in_edm
PF05983.10	Med7	MED7 protein	not_in_edm
PF05984.11	Cytomega_UL20A	Cytomegalovirus UL20A protein	not_in_edm
PF05985.10	EutC	Ethanolamine ammonia-lyase light chain (EutC)	included
PF05986.13	ADAM_spacer1	ADAM-TS Spacer 1	not_in_bgc
PF05987.12	DUF898	Bacterial protein of unknown function (DUF898)	not_in_edm
PF05988.11	DUF899	Bacterial protein of unknown function (DUF899)	not_in_edm
PF05989.11	Chordopox_A35R	Chordopoxvirus A35R protein	not_in_edm
PF05990.11	DUF900	Alpha/beta hydrolase of unknown function (DUF900)	not_in_edm
PF05991.10	NYN_YacP	YacP-like NYN domain	not_in_edm
PF05992.11	SbmA_BacA	SbmA/BacA-like family	not_in_edm
PF05993.11	Reovirus_M2	Reovirus major virion structural protein Mu-1/Mu-1C (M2)	not_in_edm
PF05994.10	FragX_IP	Cytoplasmic Fragile-X interacting family	not_in_edm
PF05995.11	CDO_I	Cysteine dioxygenase type I	included
PF05996.11	Fe_bilin_red	Ferredoxin-dependent bilin reductase	included
PF05997.11	Nop52	Nucleolar protein,Nop52	not_in_edm
PF05999.10	Herpes_U5	Herpesvirus U5-like family	not_in_edm
PF06001.12	DUF902	Domain of Unknown Function (DUF902)	not_in_bgc
PF06002.11	CST-I	Alpha-2,3-sialyltransferase (CST-I)	not_in_edm
PF06003.11	SMN	Survival motor neuron protein (SMN)	not_in_edm
PF06004.11	DUF903	Bacterial protein of unknown function (DUF903)	not_in_edm
PF06005.11	ZapB	Cell division protein ZapB	not_in_edm
PF06006.11	DUF905	Bacterial protein of unknown function (DUF905)	not_in_edm
PF06007.10	PhnJ	Phosphonate metabolism protein PhnJ	included
PF06008.13	Laminin_I	Laminin Domain I	not_in_edm
PF06009.11	Laminin_II	Laminin Domain II	not_in_edm
PF06011.11	TRP	Transient receptor potential (TRP) ion channel	not_in_edm
PF06012.11	DUF908	Domain of Unknown Function (DUF908)	not_in_edm
PF06013.11	WXG100	Proteins of 100 residues with WXG	not_in_edm
PF06014.10	DUF910	Bacterial protein of unknown function (DUF910)	not_in_edm
PF06015.11	Chordopox_A30L	Chordopoxvirus A30L protein	not_in_edm
PF06016.10	Reovirus_L2	Reovirus core-spike protein lambda-2 (L2)	not_in_bgc
PF06017.12	Myosin_TH1	Unconventional myosin tail, actin- and lipid-binding	manual_discard
PF06018.13	CodY	CodY GAF-like domain	not_in_edm
PF06019.10	Phage_30_8	Phage GP30.8 protein	not_in_edm
PF06020.10	Roughex	Drosophila roughex protein	not_in_edm
PF06021.10	Gly_acyl_tr_N	Aralkyl acyl-CoA:amino acid N-acyltransferase	not_in_bgc
PF06022.10	Cir_Bir_Yir	Plasmodium variant antigen protein Cir/Yir/Bir	not_in_edm
PF06023.11	Csa1	CRISPR-associated exonuclease Csa1	not_in_edm
PF06024.11	Orf78	Orf78 (ac78)	not_in_edm
PF06025.11	DUF913	Domain of Unknown Function (DUF913)	not_in_edm
PF06026.13	Rib_5-P_isom_A	Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	included
PF06027.11	SLC35F	Solute carrier family 35	not_in_edm
PF06028.10	DUF915	Alpha/beta hydrolase of unknown function (DUF915)	not_in_edm
PF06029.10	AlkA_N	AlkA N-terminal domain	included
PF06030.11	DUF916	Bacterial protein of unknown function (DUF916)	not_in_edm
PF06031.12	SERTA	SERTA motif	not_in_edm
PF06032.11	DUF917	Protein of unknown function (DUF917)	not_in_edm
PF06033.10	DUF918	Nucleopolyhedrovirus protein of unknown function (DUF918)	not_in_edm
PF06034.10	DUF919	Nucleopolyhedrovirus protein of unknown function (DUF919)	not_in_edm
PF06035.10	Peptidase_C93	Bacterial transglutaminase-like cysteine proteinase BTLCP	not_in_edm
PF06037.10	DUF922	Bacterial protein of unknown function (DUF922)	not_in_edm
PF06039.14	Mqo	Malate:quinone oxidoreductase (Mqo)	included
PF06040.10	Adeno_E3	Adenovirus E3 protein	not_in_edm
PF06041.10	DUF924	Bacterial protein of unknown function (DUF924)	not_in_edm
PF06042.10	NTP_transf_6	Nucleotidyltransferase	not_in_edm
PF06043.10	Reo_P9	Reovirus P9-like family	not_in_edm
PF06044.11	DpnI	Dam-replacing family	not_in_bgc
PF06045.10	Rhamnogal_lyase	Rhamnogalacturonate lyase family	not_in_edm
PF06046.12	Sec6	Exocyst complex component Sec6	not_in_edm
PF06047.10	SynMuv_product	Ras-induced vulval development antagonist	not_in_edm
PF06048.10	DUF927	Domain of unknown function (DUF927)	not_in_edm
PF06049.11	LSPR	Coagulation Factor V LSPD Repeat	not_in_edm
PF06050.12	HGD-D	2-hydroxyglutaryl-CoA dehydratase, D-component	included
PF06051.11	DUF928	Domain of Unknown Function (DUF928)	not_in_edm
PF06052.11	3-HAO	3-hydroxyanthranilic acid dioxygenase	included
PF06053.10	DUF929	Domain of unknown function (DUF929)	not_in_edm
PF06054.10	CoiA	Competence protein CoiA-like family	not_in_edm
PF06055.11	ExoD	Exopolysaccharide synthesis, ExoD	not_in_edm
PF06056.11	Terminase_5	Putative ATPase subunit of terminase (gpP-like)	not_in_edm
PF06057.10	VirJ	Bacterial virulence protein (VirJ)	not_in_edm
PF06058.12	DCP1	Dcp1-like decapping family	not_in_edm
PF06059.11	DUF930	Domain of Unknown Function (DUF930)	not_in_edm
PF06060.11	Mesothelin	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)	not_in_edm
PF06061.10	Baculo_ME53	Baculoviridae ME53	not_in_edm
PF06062.10	UPF0231	Uncharacterised protein family (UPF0231)	not_in_edm
PF06064.10	Gam	Host-nuclease inhibitor protein Gam	not_in_edm
PF06066.10	SepZ	SepZ	not_in_edm
PF06067.10	DUF932	Domain of unknown function (DUF932)	not_in_edm
PF06068.12	TIP49	TIP49 C-terminus	manual_discard
PF06069.10	PerC	PerC transcriptional activator	not_in_edm
PF06070.10	Herpes_UL32	Herpesvirus large structural phosphoprotein UL32	not_in_edm
PF06071.12	YchF-GTPase_C	Protein of unknown function (DUF933)	not_in_edm
PF06072.10	Herpes_US9	Alphaherpesvirus tegument protein US9	not_in_edm
PF06073.11	DUF934	Bacterial protein of unknown function (DUF934)	not_in_edm
PF06074.11	DUF935	Protein of unknown function (DUF935)	not_in_edm
PF06075.11	DUF936	Plant protein of unknown function (DUF936)	not_in_edm
PF06076.11	Orthopox_F14	Orthopoxvirus F14 protein	not_in_edm
PF06078.10	DUF937	Bacterial protein of unknown function (DUF937)	not_in_edm
PF06079.10	Apyrase	Apyrase	not_in_bgc
PF06080.11	DUF938	Protein of unknown function (DUF938)	not_in_edm
PF06081.10	ArAE_1	Aromatic acid exporter family member 1	not_in_edm
PF06082.10	YjbH	Exopolysaccharide biosynthesis protein YbjH	not_in_edm
PF06083.10	IL17	Interleukin-17	not_in_edm
PF06084.10	Cytomega_TRL10	Cytomegalovirus TRL10 protein	not_in_edm
PF06085.10	Rz1	Lipoprotein Rz1 precursor	not_in_edm
PF06086.11	Pox_A30L_A26L	Orthopoxvirus A26L/A30L protein	not_in_edm
PF06087.11	Tyr-DNA_phospho	Tyrosyl-DNA phosphodiesterase	not_in_edm
PF06088.10	TLP-20	Nucleopolyhedrovirus telokin-like protein-20 (TLP20)	not_in_edm
PF06089.11	Asparaginase_II	L-asparaginase II	included
PF06090.11	Ins_P5_2-kin	Inositol-pentakisphosphate 2-kinase	included
PF06092.11	DUF943	Enterobacterial putative membrane protein (DUF943)	not_in_edm
PF06093.12	Spt4	Spt4/RpoE2 zinc finger	not_in_edm
PF06094.11	GGACT	Gamma-glutamyl cyclotransferase, AIG2-like	included
PF06096.10	Baculo_8kDa	Baculoviridae 8.2 KDa protein	not_in_edm
PF06097.10	DUF945	Bacterial protein of unknown function (DUF945)	not_in_edm
PF06098.10	Radial_spoke_3	Radial spoke protein 3	not_in_edm
PF06099.10	Phenol_hyd_sub	Phenol hydroxylase subunit	not_in_bgc
PF06100.10	MCRA	MCRA family	included
PF06101.10	Vps62	Vacuolar protein sorting-associated protein 62	not_in_edm
PF06102.11	RRP36	rRNA biogenesis protein RRP36	not_in_edm
PF06103.10	DUF948	Bacterial protein of unknown function (DUF948)	not_in_edm
PF06105.11	Aph-1	Aph-1 protein	not_in_edm
PF06106.10	SAUGI	S. aureus uracil DNA glycosylase inhibitor	not_in_edm
PF06107.10	DUF951	Bacterial protein of unknown function (DUF951)	not_in_edm
PF06108.11	DUF952	Protein of unknown function (DUF952)	not_in_edm
PF06109.12	HlyE	Haemolysin E (HlyE)	not_in_edm
PF06110.10	DUF953	Eukaryotic protein of unknown function (DUF953)	included
PF06112.10	Herpes_capsid	Gammaherpesvirus capsid protein	not_in_edm
PF06113.11	BRE	Brain and reproductive organ-expressed protein (BRE)	not_in_edm
PF06114.12	Peptidase_M78	IrrE N-terminal-like domain	not_in_edm
PF06115.10	DUF956	Domain of unknown function (DUF956)	not_in_edm
PF06116.11	RinB	Transcriptional activator RinB	not_in_edm
PF06117.10	DUF957	Enterobacterial protein of unknown function (DUF957)	not_in_edm
PF06119.13	NIDO	Nidogen-like	not_in_edm
PF06120.10	Phage_HK97_TLTM	Tail length tape measure protein	not_in_edm
PF06121.13	DUF959	Domain of Unknown Function (DUF959)	not_in_edm
PF06122.10	TraH	Conjugative relaxosome accessory transposon protein	not_in_edm
PF06123.11	CreD	Inner membrane protein CreD	not_in_edm
PF06124.10	DUF960	Staphylococcal protein of unknown function (DUF960)	not_in_edm
PF06125.10	DUF961	Bacterial protein of unknown function (DUF961)	not_in_edm
PF06126.10	Herpes_LAMP2	Herpesvirus Latent membrane protein 2	not_in_edm
PF06127.10	DUF962	Protein of unknown function (DUF962)	not_in_edm
PF06128.10	Shigella_OspC	Shigella flexneri OspC protein	not_in_edm
PF06129.11	Chordopox_G3	Chordopoxvirus G3 protein	not_in_edm
PF06130.11	PTAC	Phosphate propanoyltransferase	included
PF06131.10	DUF963	Schizosaccharomyces pombe repeat of unknown function (DUF963)	not_in_edm
PF06133.10	Com_YlbF	Control of competence regulator ComK, YlbF/YmcA	not_in_edm
PF06134.10	RhaA	L-rhamnose isomerase (RhaA)	not_in_bgc
PF06135.11	DUF965	Bacterial protein of unknown function (DUF965)	not_in_edm
PF06136.12	DUF966	Domain of unknown function (DUF966)	not_in_edm
PF06138.11	Chordopox_E11	Chordopoxvirus E11 protein	not_in_edm
PF06139.11	BphX	BphX-like	not_in_edm
PF06140.12	Ifi-6-16	Interferon-induced 6-16 family	not_in_edm
PF06141.10	Phage_tail_U	Phage minor tail protein U	not_in_edm
PF06143.10	Baculo_11_kDa	Baculovirus 11 kDa family	not_in_edm
PF06144.12	DNA_pol3_delta	DNA polymerase III, delta subunit	auto_discard
PF06145.10	Corona_NS1	Coronavirus nonstructural protein NS1	not_in_edm
PF06146.11	PsiE	Phosphate-starvation-inducible E	not_in_edm
PF06147.10	DUF968	Protein of unknown function (DUF968)	not_in_edm
PF06148.10	COG2	COG (conserved oligomeric Golgi) complex component, COG2	not_in_edm
PF06149.11	DUF969	Protein of unknown function (DUF969)	not_in_edm
PF06150.11	ChaB	ChaB	not_in_edm
PF06151.12	Trehalose_recp	Trehalose receptor	not_in_edm
PF06152.10	Phage_min_cap2	Phage minor capsid protein 2	not_in_edm
PF06153.10	CdAMP_rec	Cyclic-di-AMP receptor	not_in_edm
PF06154.10	CbeA_antitoxin	CbeA_antitoxin, type IV, cytoskeleton bundling-enhancing factor A	not_in_edm
PF06155.11	DUF971	Protein of unknown function (DUF971)	included
PF06156.12	YabB	Initiation control protein YabA	not_in_edm
PF06157.10	DUF973	Protein of unknown function (DUF973)	not_in_edm
PF06159.12	DUF974	Protein of unknown function (DUF974)	not_in_edm
PF06160.11	EzrA	Septation ring formation regulator, EzrA	not_in_edm
PF06161.10	DUF975	Protein of unknown function (DUF975)	not_in_edm
PF06162.11	PgaPase_1	Putative pyroglutamyl peptidase PgaPase_1	not_in_edm
PF06163.10	DUF977	Bacterial protein of unknown function (DUF977)	not_in_edm
PF06165.10	Glyco_transf_36	Glycosyltransferase family 36	included
PF06166.11	DUF979	Protein of unknown function (DUF979)	not_in_edm
PF06167.11	Peptidase_M90	Glucose-regulated metallo-peptidase M90	not_in_edm
PF06168.10	DUF981	Protein of unknown function (DUF981)	not_in_edm
PF06169.11	DUF982	Protein of unknown function (DUF982)	not_in_edm
PF06170.11	DUF983	Protein of unknown function (DUF983)	not_in_edm
PF06172.10	Cupin_5	Cupin superfamily (DUF985)	not_in_edm
PF06173.11	DUF986	Protein of unknown function (DUF986)	not_in_edm
PF06174.10	DUF987	Protein of unknown function (DUF987)	not_in_edm
PF06175.10	MiaE	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)	not_in_edm
PF06176.10	WaaY	Lipopolysaccharide core biosynthesis protein (WaaY)	not_in_edm
PF06177.10	QueT	QueT transporter	not_in_edm
PF06178.12	KdgM	Oligogalacturonate-specific porin protein (KdgM)	not_in_edm
PF06179.11	Med22	Surfeit locus protein 5 subunit 22 of Mediator complex	not_in_edm
PF06180.10	CbiK	Cobalt chelatase (CbiK)	included
PF06181.10	Urate_ox_N	Urate oxidase N-terminal	not_in_edm
PF06182.10	ABC2_membrane_6	ABC-2 family transporter protein	not_in_edm
PF06183.12	DinI	DinI-like family	not_in_edm
PF06184.10	Potex_coat	Potexvirus coat protein	not_in_edm
PF06185.11	YecM	YecM protein	not_in_edm
PF06186.10	DUF992	Protein of unknown function (DUF992)	not_in_edm
PF06187.10	DUF993	Protein of unknown function (DUF993)	not_in_edm
PF06188.11	HrpE	HrpE/YscL/FliH and V-type ATPase subunit E	not_in_edm
PF06189.11	5-nucleotidase	5'-nucleotidase	included
PF06191.11	DUF995	Protein of unknown function (DUF995)	not_in_edm
PF06193.10	Orthopox_A5L	Orthopoxvirus A5L protein-like	not_in_edm
PF06194.10	Phage_Orf51	Phage Conserved Open Reading Frame 51	not_in_edm
PF06195.12	DUF996	Protein of unknown function (DUF996)	not_in_edm
PF06196.11	DUF997	Protein of unknown function (DUF997)	not_in_edm
PF06197.12	DUF998	Protein of unknown function (DUF998)	not_in_edm
PF06198.10	DUF999	Protein of unknown function (DUF999)	not_in_edm
PF06199.10	Phage_tail_2	Phage tail tube protein	not_in_edm
PF06200.13	tify	tify domain	not_in_edm
PF06201.12	PITH	PITH domain	not_in_edm
PF06202.13	GDE_C	Amylo-alpha-1,6-glucosidase	included
PF06203.13	CCT	CCT motif	not_in_edm
PF06206.10	CpeT	CpeT/CpcT family (DUF1001)	not_in_edm
PF06207.10	DUF1002	Protein of unknown function (DUF1002)	not_in_edm
PF06208.10	BDV_G	Borna disease virus G protein	not_in_edm
PF06209.12	COBRA1	Cofactor of BRCA1 (COBRA1)	not_in_edm
PF06210.10	DUF1003	Protein of unknown function (DUF1003)	not_in_edm
PF06211.11	BAMBI	BMP and activin membrane-bound inhibitor (BAMBI) N-terminal domain	not_in_edm
PF06212.11	GRIM-19	GRIM-19 protein	not_in_edm
PF06213.11	CobT	Cobalamin biosynthesis protein CobT	not_in_bgc
PF06214.10	SLAM	Signaling lymphocytic activation molecule (SLAM) protein	not_in_edm
PF06215.10	ISAV_HA	Infectious salmon anaemia virus haemagglutinin	not_in_bgc
PF06216.10	RTBV_P46	Rice tungro bacilliform virus P46 protein	not_in_edm
PF06217.11	GAGA_bind	GAGA binding protein-like family	not_in_edm
PF06218.10	NPR2	Nitrogen permease regulator 2	not_in_edm
PF06219.11	DUF1005	Protein of unknown function (DUF1005)	not_in_edm
PF06220.11	zf-U1	U1 zinc finger	not_in_edm
PF06221.12	zf-C2HC5	Putative zinc finger motif, C2HC5-type	not_in_edm
PF06222.10	Phage_TAC_1	Phage tail assembly chaperone	not_in_edm
PF06223.11	Phage_tail_T	Minor tail protein T	not_in_edm
PF06224.11	HTH_42	Winged helix DNA-binding domain	not_in_edm
PF06226.12	DUF1007	Protein of unknown function (DUF1007)	not_in_edm
PF06227.11	Poxvirus	dsDNA Poxvirus	not_in_edm
PF06228.12	ChuX_HutX	Haem utilisation ChuX/HutX	not_in_edm
PF06229.11	FRG1	FRG1-like domain	not_in_edm
PF06230.10	DUF1009	Protein of unknown function (DUF1009)	not_in_edm
PF06231.10	DUF1010	Protein of unknown function (DUF1010)	not_in_edm
PF06232.10	ATS3	Embryo-specific protein 3, (ATS3)	not_in_edm
PF06233.11	Usg	Usg-like family	not_in_edm
PF06234.11	TmoB	Toluene-4-monooxygenase system protein B (TmoB)	not_in_edm
PF06235.10	NAD4L	NADH dehydrogenase subunit 4L (NAD4L)	not_in_edm
PF06236.10	MelC1	Tyrosinase co-factor MelC1	not_in_edm
PF06237.11	DUF1011	Protein of unknown function (DUF1011)	not_in_edm
PF06238.10	Borrelia_lipo_2	Borrelia burgdorferi BBR25 lipoprotein	not_in_edm
PF06239.10	ECSIT	Evolutionarily conserved signalling intermediate in Toll pathway	not_in_edm
PF06240.12	COXG	Carbon monoxide dehydrogenase subunit G (CoxG)	not_in_edm
PF06241.11	Castor_Poll_mid	Castor and Pollux, part of voltage-gated ion channel	not_in_edm
PF06242.10	DUF1013	Protein of unknown function (DUF1013)	not_in_edm
PF06243.10	PaaB	Phenylacetic acid degradation B	not_in_edm
PF06244.11	Ccdc124	Coiled-coil domain-containing protein 124	not_in_edm
PF06245.10	DUF1015	Protein of unknown function (DUF1015)	not_in_edm
PF06246.11	Isy1	Isy1-like splicing family	not_in_edm
PF06247.10	Plasmod_Pvs28	Pvs28 EGF domain	not_in_edm
PF06248.12	Zw10	Centromere/kinetochore Zw10	not_in_edm
PF06249.11	EutQ	Ethanolamine utilisation protein EutQ	not_in_edm
PF06250.10	DUF1016	Protein of unknown function (DUF1016)	not_in_edm
PF06251.10	Caps_synth_GfcC	Capsule biosynthesis GfcC	not_in_edm
PF06252.11	DUF1018	Protein of unknown function (DUF1018)	not_in_edm
PF06253.10	MTTB	Trimethylamine methyltransferase (MTTB)	included
PF06254.10	YdaT_toxin	Putative bacterial toxin ydaT	not_in_edm
PF06255.12	MafB	Neisseria toxin MafB	not_in_edm
PF06256.10	Nucleo_LEF-12	Nucleopolyhedrovirus LEF-12 protein	not_in_edm
PF06257.10	VEG	Biofilm formation stimulator VEG	not_in_edm
PF06258.10	Mito_fiss_Elm1	Mitochondrial fission ELM1	not_in_edm
PF06259.11	Abhydrolase_8	Alpha/beta hydrolase	included
PF06260.11	DUF1024	Protein of unknown function (DUF1024)	not_in_edm
PF06261.10	LktC	Actinobacillus actinomycetemcomitans leukotoxin activator LktC	not_in_edm
PF06262.10	Zincin_1	Zincin-like metallopeptidase	not_in_edm
PF06265.10	DUF1027	Protein of unknown function (DUF1027)	not_in_edm
PF06266.11	HrpF	HrpF protein	not_in_edm
PF06267.11	DUF1028	Family of unknown function (DUF1028)	not_in_edm
PF06268.12	Fascin	Fascin domain	not_in_edm
PF06269.11	DUF1029	Protein of unknown function (DUF1029)	not_in_edm
PF06270.10	DUF1030	Protein of unknown function (DUF1030)	not_in_edm
PF06271.11	RDD	RDD family	not_in_edm
PF06273.10	eIF-4B	Plant specific eukaryotic initiation factor 4B	not_in_edm
PF06275.10	DUF1031	Protein of unknown function (DUF1031)	not_in_edm
PF06276.11	FhuF	Ferric iron reductase FhuF-like transporter	auto_discard
PF06277.10	EutA	Ethanolamine utilisation protein EutA	not_in_edm
PF06278.10	CNDH2_N	Condensin II complex subunit CAP-H2 or CNDH2, N-terminal	not_in_edm
PF06279.10	DUF1033	Protein of unknown function (DUF1033)	not_in_edm
PF06280.11	fn3_5	Fn3-like domain	auto_discard
PF06281.11	DUF1035	Protein of unknown function (DUF1035)	not_in_edm
PF06282.10	DUF1036	Protein of unknown function (DUF1036)	not_in_edm
PF06283.10	ThuA	Trehalose utilisation	not_in_edm
PF06284.10	Cytomega_UL84	Cytomegalovirus UL84 protein	not_in_edm
PF06286.10	Coleoptericin	Coleoptericin	not_in_edm
PF06287.10	DUF1039	Protein of unknown function (DUF1039)	not_in_edm
PF06288.12	DUF1040	Protein of unknown function (DUF1040)	not_in_edm
PF06289.10	FlbD	Flagellar protein (FlbD)	not_in_edm
PF06290.10	PsiB	Plasmid SOS inhibition protein (PsiB)	not_in_edm
PF06291.10	Lambda_Bor	Bor protein	not_in_edm
PF06292.16	DUF1041	Domain of Unknown Function (DUF1041)	not_in_edm
